ucid,sdp_10km,sld_10km,detour_10km
9462,31.16784829,8.628519612,2.612189541
6410,31.28573386,8.68708444,2.601407823
6354,32.86204936,9.133784295,2.597856956
8443,33.13781754,9.212166226,2.597179721
2714,33.86431917,9.415115757,2.596803273
11978,31.9708981,8.902343845,2.591289963
611,31.18703198,8.684554831,2.591091609
2956,32.71470771,9.137346704,2.580329036
9928,31.59020662,8.829103484,2.577963116
9725,32.6044093,9.114331282,2.577268402
9858,33.22754268,9.304635611,2.57107404
3048,32.29134095,9.068721313,2.560738039
8668,33.47131057,9.402410994,2.559864655
4122,33.1842226,9.322199545,2.559698807
10913,32.70020822,9.200710686,2.55409591
4502,33.01854197,9.295175649,2.552223564
9456,33.03430762,9.332059695,2.539873158
9190,33.19023496,9.386299714,2.536029742
6422,29.74107298,8.412099139,2.535511468
7130,32.08259723,9.084920142,2.531412134
12377,32.77554363,9.290171567,2.527980446
8134,32.99075461,9.35208578,2.527636015
9859,32.07204472,9.092615197,2.527262952
9443,32.4251536,9.197736693,2.525340492
9631,32.49430093,9.224976928,2.522426255
9451,33.70961323,9.576160477,2.5201596
7093,32.32616634,9.184967988,2.519464236
10007,33.15397453,9.420387474,2.519385442
868,32.15685791,9.149567899,2.514576673
10699,31.90998707,9.104815929,2.504737198
5182,32.16470096,9.184846153,2.50193138
5275,32.66104053,9.355655237,2.491047896
10544,31.70655566,9.089471064,2.488272908
8184,32.57941602,9.341228144,2.487701566
1699,32.69803452,9.400877647,2.478189564
9172,30.23089337,8.700848052,2.474476647
3264,30.92092231,8.903813914,2.472772747
5166,32.49134088,9.370427759,2.467434115
10315,31.50535469,9.098807666,2.462580576
10707,32.9795431,9.52510387,2.462381466
5660,33.09582231,9.570797339,2.458000534
3005,31.4024348,9.112802857,2.445968852
6348,32.11162229,9.352883804,2.433339167
5848,31.7366523,9.264103829,2.425766041
8616,31.68253009,9.249305551,2.425395552
5023,30.89947334,9.068700703,2.407265754
5565,32.06562943,9.418358377,2.40458795
12555,31.54141927,9.265507062,2.40417627
6861,30.2432705,8.887771492,2.402795687
11241,31.49346587,9.262272269,2.400187876
8795,31.66757494,9.320426174,2.397653107
2865,30.44934009,8.972809827,2.393512253
8554,31.0214759,9.162998484,2.385515774
9194,31.41534282,9.299023969,2.378348408
5989,30.89596878,9.151101836,2.37620205
5203,27.20784712,8.090998194,2.362730589
5608,31.25895338,9.30934348,2.35780428
5391,30.04685903,8.965053858,2.351553656
10037,28.88553464,8.625766994,2.348749701
1030,31.64297335,9.452784652,2.34747638
3944,31.10579889,9.299602526,2.344852514
6253,29.99787971,8.980003525,2.340519814
4638,29.84989299,8.939710414,2.339022363
12121,31.78791066,9.532272527,2.334767294
10058,28.2998533,8.515144162,2.323473187
9687,31.64391088,9.533042078,2.319392763
4436,30.21633327,9.103252599,2.319289774
7716,31.64646649,9.53645137,2.31847406
9798,30.39033392,9.173796258,2.312732599
7361,31.19357277,9.424305744,2.309906704
10212,31.08239484,9.400716868,2.306385596
11495,31.10372278,9.410864988,2.305086496
9271,30.95778882,9.372033668,2.303209305
3508,30.21945561,9.150471665,2.302502506
6686,30.16975415,9.136804097,2.302002958
9932,29.95377715,9.092645805,2.294286151
6191,30.7918251,9.351453336,2.292731513
8482,29.50931601,8.96206445,2.292691787
11092,29.78284767,9.049197021,2.291214414
4859,30.18731579,9.190346733,2.284676484
9933,29.16267534,8.889762627,2.28047852
9698,28.94209154,8.822846284,2.280357676
10285,29.35680255,8.949907934,2.280123411
5481,30.22122528,9.22988459,2.274279866
12047,30.46105538,9.303798118,2.27404518
5055,28.64401106,8.749295992,2.273864673
6268,29.2323782,8.956241371,2.263911387
9471,28.38080588,8.706725562,2.259641719
9788,29.85186492,9.158910655,2.259324831
10064,30.78718773,9.446086773,2.259253114
10568,29.1310828,8.94056907,2.258302975
12542,29.63553329,9.098161548,2.257310076
9438,29.97305385,9.203486416,2.25670648
7377,29.71427677,9.148528081,2.247984431
10740,29.90927815,9.216136085,2.245316462
9613,29.0201688,8.951762673,2.241838492
6699,28.84015826,8.90053541,2.24027229
7386,29.95047268,9.248692897,2.238346545
12268,28.94591914,8.943782201,2.236429342
4053,28.25793037,8.734543793,2.235192477
4054,28.45777392,8.813965462,2.228714027
4280,29.77106349,9.22568581,2.226975653
9522,29.65840481,9.199505697,2.22391287
9711,29.65731034,9.201718106,2.223018788
11254,30.15858312,9.361471056,2.221564532
10392,29.50843896,9.174475039,2.216362662
6518,29.16303603,9.070916129,2.215004484
6199,28.47221672,8.864932562,2.211780408
6804,29.20133122,9.094195579,2.210985619
9804,28.58837636,8.917143319,2.206001669
6368,30.07576443,9.382777134,2.205422446
5348,21.9825042,6.874390613,2.197738598
4181,29.63313831,9.26819239,2.197294258
9264,29.87686131,9.358848035,2.192365257
9812,29.0119105,9.123366686,2.179956643
6197,28.90130031,9.112459415,2.171624585
8576,29.40075115,9.281261691,2.167753709
5664,30.11231275,9.507045668,2.167368056
12774,28.90356723,9.126126634,2.167123183
6148,28.24899772,8.920902256,2.166607694
8868,29.75782026,9.405038207,2.164029705
72,29.2714842,9.261370024,2.160599795
5626,28.21006003,8.940199224,2.155417382
2944,29.15567418,9.25521685,2.150188121
8665,29.41952,9.350911631,2.146165974
5098,29.05699674,9.251537296,2.140774966
4842,28.1350993,8.963205464,2.138955077
8656,29.97775706,9.5518698,2.138417681
13125,24.84972591,7.920513848,2.137388102
9384,28.80477325,9.200858817,2.130661367
9575,28.22402952,9.02746681,2.126461733
6902,28.37163565,9.074895973,2.126386874
4747,27.50498307,8.80471643,2.123891983
5137,29.03826986,9.30215612,2.121670877
8064,28.75580722,9.214308751,2.120777477
7162,27.68624507,8.878232127,2.118441225
9605,25.63425871,8.237062906,2.112063002
5363,28.23822702,9.074946085,2.111668847
10673,28.4493229,9.144226874,2.111178593
922,28.62107834,9.225550493,2.102370787
9288,28.46387488,9.182663723,2.099740526
9048,27.61699683,8.913560029,2.098312766
5642,28.52071631,9.205438729,2.098246281
10367,29.05512086,9.396352114,2.092170292
6736,27.06338438,8.760100877,2.089391865
6160,28.52352147,9.233638908,2.089087818
4920,28.40278863,9.216354787,2.081781169
5640,29.11176068,9.456802249,2.078393723
7173,29.11797815,9.459289128,2.07824169
2406,6.912285,2.24704629,2.076164932
5044,27.76889594,9.062105457,2.064287441
7390,28.48815369,9.302220143,2.062511234
6695,27.78792138,9.083997858,2.05899691
3522,27.74230501,9.084423214,2.053832297
4049,29.49058412,9.662184693,2.052165225
5049,28.62891887,9.380400171,2.051993342
11815,23.9176269,7.842312407,2.049818173
10228,27.95913053,9.201444499,2.038558841
2381,28.15691034,9.283064077,2.033148334
3918,27.42195348,9.042543648,2.032548645
5312,28.37330579,9.388718574,2.022063721
6076,26.60682018,8.816002788,2.018014039
5442,28.13603197,9.34539991,2.0106825
3291,27.3905341,9.101057425,2.009599085
320,27.63358164,9.181914033,2.009566583
10978,27.5825591,9.187959236,2.002033247
4015,27.37209815,9.121950149,2.000684909
12051,27.09839174,9.042084994,1.996918493
10690,27.34846225,9.130882572,1.995160877
5303,27.16213423,9.106207481,1.982815215
5684,27.26027214,9.140798987,1.982263605
12742,21.02007343,7.060129525,1.977292888
6830,28.38263587,9.543572319,1.974005427
3089,25.25614577,8.497995394,1.972012174
11274,27.08843029,9.119769602,1.970297658
11366,27.99822031,9.44126756,1.965514972
4684,27.52200409,9.291601338,1.962030234
9446,27.87509031,9.413284547,1.961250153
7984,27.38416594,9.262990555,1.956298593
3948,27.68075722,9.367733747,1.954904352
6615,25.69696673,8.699417528,1.953872101
6192,26.57445402,9.004941437,1.951096818
859,27.98222198,9.508847041,1.942756557
4798,27.76411807,9.437389671,1.941927697
9442,26.15795053,8.900830151,1.938821446
12112,26.90178184,9.157169077,1.937783677
4101,27.0232836,9.201123473,1.936954784
6111,23.87199631,8.130113024,1.936244089
6417,24.46427295,8.331912696,1.936213309
10611,26.56009191,9.051342013,1.93438165
5121,25.8564047,8.818557788,1.932044596
2722,27.28060291,9.305636407,1.931621409
6823,25.5969198,8.737202223,1.929647174
5028,26.63363469,9.091947024,1.929365363
5282,25.85756369,8.829113327,1.928670494
6436,25.68425965,8.775770395,1.926724207
6443,27.05332835,9.250803125,1.924430234
7818,28.10357036,9.610631936,1.924216695
6502,25.60052865,8.757646395,1.923220178
5574,26.7180873,9.14382633,1.921981054
5209,26.16193696,8.957925061,1.920535367
4247,27.37526364,9.374316137,1.92024114
10951,25.86975019,8.861833523,1.919232247
6935,28.11245421,9.630570962,1.919084893
5646,26.5565892,9.104047449,1.917009093
8870,27.25245969,9.34721351,1.915570471
3523,22.76495546,7.809335209,1.915095184
9537,27.8681409,9.565231639,1.913483118
8342,26.15914921,8.978747334,1.913451981
2990,26.31067209,9.033618801,1.912528486
9465,27.6143631,9.484648237,1.911479942
4516,26.43569105,9.082289658,1.910685746
2955,26.6315871,9.15552863,1.908798407
10459,26.82962143,9.228154391,1.907365904
7863,26.88818849,9.255858853,1.904991198
6941,26.09202548,8.982508888,1.904759217
6307,27.05466947,9.31667023,1.903899012
12483,26.97740631,9.290899405,1.903637757
5690,26.10014975,8.991228961,1.902845636
3740,26.9390116,9.296718699,1.897690301
10120,27.381141,9.453332969,1.896453673
2858,27.24342942,9.406047732,1.896373716
5377,26.80853775,9.266001499,1.893215348
3117,24.72659223,8.549252701,1.892251885
6561,26.71799468,9.238569974,1.892005446
5291,25.85729731,8.942307555,1.891568776
7563,26.10848726,9.029300577,1.891529309
9648,25.26657988,8.748528447,1.888094842
3278,25.80191192,8.936995632,1.887090135
5758,22.42661795,7.774301073,1.884711788
8070,27.26819465,9.456707056,1.883476721
12101,26.5519169,9.208378953,1.883451804
12115,26.41925314,9.168527069,1.88151553
8223,26.55912581,9.217128677,1.881496693
9838,24.0509556,8.346991184,1.881392238
2635,26.32085873,9.135118335,1.881282734
4863,27.05307502,9.38927065,1.88127545
8716,27.10983516,9.411192295,1.88059518
10455,27.71798533,9.638268312,1.875826283
9659,26.4554657,9.202589316,1.874784998
8459,26.87170716,9.348691383,1.874381671
10119,26.98307984,9.39543088,1.871936389
7683,26.27107834,9.152301017,1.870434253
7371,25.88712583,9.02141386,1.869519815
10473,24.94101015,8.695271451,1.868341752
5464,26.98557702,9.408435893,1.868232013
8884,26.67464739,9.301655292,1.867731232
10735,26.03640895,9.080495507,1.867289448
4790,27.23269037,9.49891426,1.866926643
2180,23.91594958,8.345457329,1.865744636
4512,25.8336867,9.020333119,1.86393932
8569,27.13221632,9.476034286,1.8632459
6026,25.44886395,8.893893383,1.861386218
6731,27.07201877,9.461871774,1.861169482
7044,26.91477365,9.409762957,1.860303047
9427,26.96338626,9.427575525,1.860055185
8194,25.65307616,8.974886604,1.85831758
10040,26.1042149,9.132796927,1.858293588
10174,26.94519169,9.428948068,1.857709206
4697,25.93089563,9.075418928,1.857267068
9157,25.12715815,8.794766327,1.857058074
5266,25.60694373,8.963191245,1.856900297
5638,27.51006746,9.634338636,1.855418363
10698,27.55758336,9.652520817,1.854962334
12580,25.8787798,9.067735092,1.853940873
11523,26.10323033,9.14745835,1.853604721
6543,24.6429426,8.637465228,1.853029443
10458,25.90238352,9.089367822,1.849745332
10467,25.29668628,8.877985957,1.849372189
9624,26.53927812,9.329655776,1.844614931
7042,26.02789415,9.151473358,1.844120627
11454,26.7126464,9.395477553,1.84313876
924,20.48777311,7.206501318,1.842956965
1505,26.09464359,9.179956805,1.842567143
9884,26.57098301,9.351967397,1.841218525
12194,25.85451423,9.104777484,1.839664592
7948,26.04245056,9.173517588,1.838872908
4478,26.44180495,9.319131079,1.837368068
9922,26.59558841,9.375520796,1.836705181
8706,26.52267532,9.350044466,1.836636277
12005,25.3325386,8.932374371,1.836036372
4480,25.88228632,9.131404455,1.834425575
6394,24.07081853,8.492880508,1.834234923
9791,26.34395448,9.295164479,1.834156893
12123,27.08244586,9.558001286,1.833484225
3931,26.32833319,9.293648731,1.832938273
9705,26.34164949,9.298385795,1.832927142
4008,26.02873307,9.188459584,1.832763516
6322,24.72667813,8.730929333,1.8320786
7032,25.16408838,8.885565719,1.832018712
11301,26.58096464,9.386289951,1.831892556
12676,25.59471889,9.047919013,1.828796196
9296,26.11258804,9.239670444,1.826138464
11093,25.9103544,9.168344405,1.826066872
5602,26.35918986,9.332886851,1.824334023
5598,25.35453704,8.978535409,1.823905669
12996,18.44603387,6.535192049,1.822569518
6079,26.11138428,9.251272206,1.822464165
10051,26.22967931,9.293351519,1.822413341
13112,26.86004536,9.518931822,1.821749946
11980,26.13581501,9.2646122,1.82103713
8632,26.92609789,9.547675319,1.820173182
8692,25.85710233,9.170790717,1.819506314
10511,26.17719323,9.286713809,1.818778932
3285,25.85810714,9.177099697,1.817677479
2437,20.24450054,7.185296716,1.817489846
6741,27.00279197,9.589053856,1.816001701
9761,24.75448085,8.791264835,1.815804246
8031,25.89982161,9.201573198,1.814716685
5160,25.59862493,9.104342726,1.811693902
5695,21.72892494,7.734687806,1.809282738
2347,25.12810231,8.944898787,1.809210356
12077,26.25837278,9.350276646,1.808299024
8041,25.86379323,9.210263001,1.80814926
9376,23.19187726,8.263977348,1.806381998
3983,27.15977531,9.678859031,1.806092662
10918,26.49511622,9.444534312,1.805338553
11871,20.51938191,7.318132767,1.803909489
843,26.54349999,9.469910626,1.802930359
7520,25.0652105,8.943611334,1.802582711
7721,26.23836172,9.362585144,1.802469757
3364,22.53189984,8.040728953,1.802221039
317,26.00022346,9.284584328,1.800364835
3966,26.0680122,9.32821939,1.794532494
10433,23.83117999,8.531218081,1.793408838
10026,25.61463794,9.172663654,1.79249724
3958,24.74134121,8.861496913,1.79200472
10098,25.18579881,9.023684478,1.791077068
10752,25.42131678,9.110110849,1.790450874
10369,25.39319946,9.103232922,1.789470474
9249,25.06323367,8.986797741,1.78889482
10783,25.69612373,9.214752878,1.788585225
11963,24.77621816,8.88958561,1.787106087
12894,21.65790002,7.779404112,1.78400501
7282,24.72726564,8.882852747,1.783707706
2118,22.77575843,8.183107311,1.783265277
5485,25.2114533,9.064351381,1.781385257
4380,25.25383522,9.085806081,1.779482084
7607,22.91525114,8.247045564,1.778601253
5419,25.86129531,9.309185679,1.778040551
10761,25.45178168,9.162506529,1.777818668
11546,25.53872768,9.1956811,1.777252429
7358,25.3156088,9.120610173,1.775648594
6367,25.19357319,9.07974306,1.774701114
6519,24.90317669,8.976660166,1.774214043
1715,24.89557391,8.978434486,1.77281902
4477,26.06325732,9.404168426,1.771457947
4824,24.81102367,8.958173945,1.76965192
9764,23.86964247,8.631006845,1.76556871
5142,26.08246342,9.431995336,1.765317676
1479,21.89934425,7.919782054,1.765144811
9526,24.74276191,8.956503772,1.76254692
10819,25.27077185,9.149430962,1.762004758
11316,25.97608586,9.406458643,1.76151598
7926,24.26020619,8.786753745,1.760997621
4088,24.67950932,8.941668953,1.760056255
5208,25.1703614,9.119766481,1.759978718
10745,25.34699731,9.185689233,1.759400701
1451,25.25711867,9.153619398,1.759249382
10904,25.9514136,9.406558223,1.758863868
7490,22.60553967,8.19427755,1.758698315
5285,25.90272093,9.391503096,1.758101729
9577,16.3318104,5.923221792,1.757251201
12226,25.36515902,9.204960145,1.755596833
9562,24.5536666,8.911133938,1.755391937
683,24.76333286,8.989618457,1.754658942
3747,25.41411625,9.235010657,1.751931448
630,25.73836942,9.353944333,1.751606008
1533,20.95478287,7.61778891,1.750769694
11754,25.45224414,9.262987303,1.747736049
9159,26.99257818,9.825363408,1.747234586
10911,25.75856989,9.376694795,1.747084176
10066,23.0141186,8.389098069,1.743336461
9719,21.36889806,7.789739942,1.743210713
11510,25.35530316,9.244818864,1.742650076
9425,26.56706017,9.693501396,1.740708345
6254,25.38674532,9.265805314,1.739831505
6380,24.83343749,9.07651066,1.736011494
4580,25.02778175,9.159561533,1.732421379
10461,25.02296535,9.164495463,1.730424762
12238,25.30811652,9.27007414,1.730087822
5631,25.79567588,9.452031676,1.729114413
9753,24.81573977,9.10064711,1.726810464
2387,25.52377926,9.360394832,1.72678447
10495,26.05368399,9.559377149,1.72545832
6768,25.13631942,9.239162925,1.720627358
4291,25.06489159,9.216371078,1.719605296
9615,25.1579722,9.252523695,1.719038938
9434,24.70628093,9.090021394,1.717956301
6171,23.26784569,8.576036778,1.713123356
10646,24.61552046,9.073339655,1.712950401
5930,19.43639666,7.170563965,1.710581309
10846,25.4039048,9.374019592,1.710033252
8470,24.45252484,9.027638071,1.708629283
7057,24.69664619,9.123117973,1.707040099
9747,24.08349649,8.897518516,1.706765538
11198,24.79777979,9.163423328,1.706169834
2397,25.17838714,9.306914556,1.705342032
5264,24.54063019,9.074651036,1.704305663
12625,22.8281796,8.443606377,1.703605377
12325,22.59502386,8.359907798,1.70278386
10546,25.13151102,9.299031327,1.702594511
5075,26.0249277,9.637181997,1.700470709
9041,24.9269168,9.233988015,1.699474676
10063,24.68800417,9.150876069,1.697884223
8672,24.91087359,9.235808029,1.697205649
5326,24.65767947,9.145682099,1.696100652
3710,24.61867,9.131486497,1.696019975
498,23.83920784,8.846008669,1.6949112
5619,24.98451389,9.271325485,1.694815744
4159,24.735766,9.188691659,1.691979111
5581,24.82100428,9.223868916,1.69095371
8477,23.85352009,8.882493374,1.685453181
1319,24.58662773,9.161968954,1.683552832
11650,24.79600137,9.24987518,1.68068497
10059,21.2862216,7.941367712,1.680422614
8107,24.85923133,9.277291146,1.679578655
11682,24.27800605,9.066971906,1.67763111
2456,24.19837937,9.03762016,1.677516751
13051,25.01044401,9.342294078,1.677120181
10979,24.34050805,9.095098006,1.676222734
10667,24.2326107,9.057199673,1.675508058
9948,24.92830777,9.322211144,1.674076716
6301,24.64086977,9.215800731,1.673763299
12262,24.88057633,9.312063157,1.671865076
6928,24.21132127,9.074060491,1.66819042
10104,18.22712718,6.83232193,1.667779324
12605,24.90740064,9.341807001,1.666229418
5616,25.27648983,9.484433074,1.665050154
11675,23.95932296,8.996969333,1.663043751
4109,24.67844969,9.26961799,1.662294144
10429,23.82827577,8.953523551,1.661329434
10686,25.06667404,9.41901192,1.661284883
4928,24.23709369,9.11482127,1.659086007
5600,25.1488404,9.458474762,1.658868478
10969,24.09120194,9.061047541,1.658765648
7098,24.74833394,9.313502006,1.6572533
9600,23.75176593,8.940962965,1.656510939
2471,23.96872988,9.023313138,1.656311436
5934,20.48935293,7.716246529,1.655352295
5539,24.41662843,9.197421758,1.654725321
10052,24.67694815,9.297897113,1.654035407
9772,24.0194178,9.051243035,1.653714822
12545,24.69253884,9.305521151,1.653536372
6187,23.97200174,9.038157451,1.652310703
7727,24.91291916,9.393074284,1.65226468
6177,24.7906864,9.347293028,1.652178158
9923,24.65483781,9.296318211,1.652107776
12543,23.9045918,9.013736533,1.65201803
1507,22.77778989,8.592595096,1.650862706
7858,24.44285344,9.220797396,1.650839444
281,24.30376384,9.168541437,1.650777553
2893,24.44114186,9.220475142,1.650746462
5204,24.22689243,9.14512898,1.649158091
11876,24.35475207,9.195267586,1.64861809
6344,24.99797683,9.444529237,1.646820842
7804,24.97485049,9.43908197,1.645898253
10566,24.55076347,9.281004041,1.645270206
5341,23.85962791,9.021978485,1.644611484
5036,24.08890289,9.113867109,1.643104469
5238,23.5998658,8.932437255,1.642041038
10023,23.00707731,8.716265231,1.639556817
6262,23.54938017,8.935280728,1.635550117
5627,24.03573206,9.129125165,1.632862583
10394,24.27573204,9.237715079,1.627893568
11908,23.99145135,9.132851844,1.626939729
11483,24.2021622,9.213111991,1.626925866
11331,23.25029209,8.859710613,1.62427218
5641,25.45511695,9.703195944,1.623374515
13100,24.47261785,9.332886107,1.622191846
11481,24.26456563,9.258537755,1.620777306
1508,22.97183044,8.766817974,1.620315662
10518,24.01754979,9.171037319,1.618847678
9930,23.9049324,9.128176631,1.618806949
8720,24.77733149,9.461439506,1.618769742
4230,24.3872298,9.313815567,1.618393034
10359,24.44359672,9.340221477,1.617025386
10464,24.45416442,9.345589801,1.616652875
4766,23.9501399,9.156095421,1.615759098
971,24.38268802,9.32163201,1.61571021
13053,24.03977196,9.192860773,1.615047977
11993,24.06151957,9.203071707,1.614509626
9200,23.51937954,8.998712096,1.613638407
11618,23.79534196,9.106582325,1.612982688
6399,21.65824066,8.292698009,1.611724271
9307,23.32342343,8.933014837,1.610924067
10011,23.56512043,9.028510314,1.610078475
7746,24.31157927,9.315562489,1.609781138
9903,23.89189385,9.156319835,1.609333693
9293,23.69715301,9.094370033,1.605694834
12845,23.80620735,9.139484924,1.604764661
3183,23.99751873,9.214294024,1.604379529
6378,23.76748975,9.127178998,1.604034583
9167,22.57958286,8.674227032,1.6030657
3844,23.44416,9.007604329,1.602707573
8233,23.73603878,9.133541055,1.598777258
6330,24.41814144,9.396328706,1.598689574
11057,24.37607685,9.383902389,1.597648168
10558,23.89729633,9.204012989,1.596399675
2479,24.05549628,9.267647116,1.595642236
9875,23.9732682,9.237811137,1.595124304
3211,22.24520656,8.581026049,1.592371405
9596,23.63632446,9.118238341,1.592202964
4542,23.94062195,9.251781668,1.587676927
10203,23.41421973,9.054057549,1.586047151
6761,22.92903359,8.880937257,1.581825874
9458,23.74888268,9.199130256,1.581644353
10335,24.06233678,9.323241951,1.580898029
4537,23.07424267,8.944841442,1.579614498
9744,24.27309894,9.417912114,1.577333346
2791,23.36304463,9.067716219,1.576508138
1559,22.0379344,8.553823018,1.576384191
10156,24.04986598,9.341093263,1.574630752
13066,23.18857347,9.007738748,1.574294628
12331,23.33007767,9.071292817,1.571858073
5601,22.45643221,8.734639854,1.57096258
11721,24.19248305,9.411735525,1.570459294
7907,23.98873575,9.335708971,1.569567649
8670,23.0988706,8.989837822,1.569442415
10030,23.12071999,9.001852597,1.568440189
7836,23.78142995,9.261915658,1.567657797
5194,23.87190519,9.299957723,1.566883195
5700,23.61847052,9.204071214,1.566089502
9813,23.24460041,9.060332278,1.565535093
10075,24.31639428,9.479149408,1.565250661
5463,23.26522216,9.083383028,1.561294849
4474,23.43099916,9.15905783,1.558232473
5347,22.8750237,8.945777767,1.55707489
9353,23.31735175,9.120289513,1.556646006
10161,23.24860098,9.096097091,1.555887513
10652,22.75326127,8.904654544,1.55520988
6425,22.3649759,8.753445823,1.554991069
5654,22.84469512,8.94376832,1.554258374
10588,22.64237556,8.865434399,1.554006328
6272,23.4122675,9.183412696,1.549408185
4441,23.81555121,9.343562326,1.54887273
10620,22.99117007,9.023698933,1.547865376
3828,23.91557131,9.388745529,1.547259507
10076,23.31704584,9.157709721,1.546165641
6057,22.95069374,9.019286012,1.544624232
676,24.53135252,9.649674439,1.542194835
10324,23.27149353,9.154423313,1.542103717
10576,23.94236494,9.419889476,1.54168215
9777,22.57001037,8.881761496,1.541163752
9406,23.02658114,9.065322251,1.540073094
9480,23.15923157,9.120447055,1.539264954
3792,22.70797874,8.944977992,1.538628799
468,23.18778415,9.136818622,1.537840041
8218,23.33796333,9.196333763,1.537746447
5084,24.60084996,9.695851358,1.537255271
8551,23.19409747,9.146710204,1.535785758
8339,23.14034988,9.127416618,1.535257329
12533,20.01761723,7.897159433,1.534787021
9956,23.58747804,9.306204165,1.534597094
12791,19.25259999,7.599024471,1.533562046
