,list id,ID_HDC_G0,graphical index,max distance,mean distance,distance std,mean direct distance,number of commuting nodes,number of traffic nodes
0,0,12412,0.4057908058166504,33.375,12.044219970703125,6.1472625732421875,8.56757640838623,2949,415
1,1,12423,0.4805485010147095,37.6875,11.933512687683105,7.765749454498291,8.060196876525879,1258,182
2,2,12443,0.552077054977417,36.09375,14.840842247009277,6.57993745803833,9.56192398071289,4519,745
